Duplicate File Name,Folders Found In,,
231806409.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Chemistry_papers,SoFAIR_AD_BioChem_papers
533450706.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
492545565.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
390056955.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
481051963.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
564025297.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
390091614.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
573427642.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
334607169.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
388595236.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
344914233.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
532388796.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Environmental_Science_papers,
427167889.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
390735675.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
305077917.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
491166651.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
481050364.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
541103305.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
345431992.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
553167321.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
334545346.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
333643338.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Environmental_Science_papers,
475059789.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
478216353.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
384105765.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
475627587.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
333917162.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
484072284.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
548483996.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
568043728.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
335269071.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
518433319.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers,
561985358.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
553571379.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
587333223.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
328774252.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
599360436.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
390093682.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
534457107.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
477906309.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
327049902.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_BioChem_papers
481284541.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
599358384.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
567414354.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
492595299.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
491185936.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
389437884.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BMA_papers,
324070618.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
337890524.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
511997919.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
479012491.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
333572225.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
475625061.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
541259568.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
534257263.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,SoFAIR_AD_Environmental_Science_papers
599457937.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
593690253.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
426884861.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
326509939.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
480166633.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
444057639.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
343747157.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
480763315.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers,
327084083.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
491356989.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BMA_papers,
343942347.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
333903624.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Mathematics_papers,
478144833.pdf,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers,
549571046.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
373012319.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers
534956613.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,
366040239.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Environmental_Science_papers,
479166146.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
518767159.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
231927158.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Environmental_Science_papers,
589955471.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
387164522.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
562249904.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
519377622.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Materials_Science_papers,
555934895.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
554199305.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
386103422.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
479386873.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers
341602355.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
491528297.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
391332932.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
586551678.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
511997288.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers
392359575.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
390050025.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
322477237.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
333581579.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,
491523332.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
333583224.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,
524974529.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Chemistry_papers,
286315276.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_BioChem_papers
326652104.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
394996474.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Comp_Sci_papers,
562070947.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
591966107.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Engineering_papers
577063783.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,
514223232.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_BioChem_papers,
565545302.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,SoFAIR_AD_Comp_Sci_papers
591667273.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Medicine_papers,
568548178.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
524611526.pdf,SoFAIR_AD_Neuroscience_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Comp_Sci_papers
574727302.pdf,SoFAIR_AD_Physics_papers,,
577145059.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Energy_Sciences_papers,
574733808.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Neuroscience_papers,
534111125.pdf,SoFAIR_AD_Physics_papers,,
351906889.pdf,SoFAIR_AD_Physics_papers,,
561032331.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Comp_Sci_papers
598021182.pdf,SoFAIR_AD_Physics_papers,,
559109986.pdf,SoFAIR_AD_Physics_papers,,
555453764.pdf,SoFAIR_AD_Physics_papers,,
427520924.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
385960222.pdf,SoFAIR_AD_Physics_papers,,
554492588.pdf,SoFAIR_AD_Physics_papers,,
554811208.pdf,SoFAIR_AD_Physics_papers,,
237321649.pdf,SoFAIR_AD_Physics_papers,,
491225764.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Earth_Planet_Sciences_papers
334948895.pdf,SoFAIR_AD_Physics_papers,,
387902022.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
428338183.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Energy_Sciences_papers,
288620267.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
568227675.pdf,SoFAIR_AD_Physics_papers,,
564417162.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
529906315.pdf,SoFAIR_AD_Physics_papers,,
523283219.pdf,SoFAIR_AD_Physics_papers,,
577860467.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
553772064.pdf,SoFAIR_AD_Physics_papers,,
559109985.pdf,SoFAIR_AD_Physics_papers,,
561954636.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
595950111.pdf,SoFAIR_AD_Physics_papers,,
562127737.pdf,SoFAIR_AD_Physics_papers,,
556225878.pdf,SoFAIR_AD_Physics_papers,,
572229485.pdf,SoFAIR_AD_Physics_papers,,
568228141.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
286372331.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
305122092.pdf,SoFAIR_AD_Physics_papers,,
576479867.pdf,SoFAIR_AD_Physics_papers,,
387023083.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
484037025.pdf,SoFAIR_AD_Physics_papers,,
591830924.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Mathematics_papers,
492044701.pdf,SoFAIR_AD_Physics_papers,,
487577759.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Mathematics_papers,
481051195.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
480280105.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
590957258.pdf,SoFAIR_AD_Physics_papers,,
587098698.pdf,SoFAIR_AD_Physics_papers,,
519715341.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
385960225.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Environmental_Science_papers,
544394901.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
552854378.pdf,SoFAIR_AD_Physics_papers,,
571617961.pdf,SoFAIR_AD_Physics_papers,,
562127257.pdf,SoFAIR_AD_Physics_papers,,
571662508.pdf,SoFAIR_AD_Physics_papers,,
591440654.pdf,SoFAIR_AD_Physics_papers,,
491168009.pdf,SoFAIR_AD_Physics_papers,,
527934431.pdf,SoFAIR_AD_Physics_papers,,
489424057.pdf,SoFAIR_AD_Physics_papers,,
557070708.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
595497572.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
589995905.pdf,SoFAIR_AD_Physics_papers,,
598021179.pdf,SoFAIR_AD_Physics_papers,,
487576451.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
554493527.pdf,SoFAIR_AD_Physics_papers,,
541701713.pdf,SoFAIR_AD_Physics_papers,,
286083729.pdf,SoFAIR_AD_Physics_papers,,
562027838.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,SoFAIR_AD_BioChem_papers
554806105.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
562107083.pdf,SoFAIR_AD_Physics_papers,,
369425064.pdf,SoFAIR_AD_Physics_papers,,
591810539.pdf,SoFAIR_AD_Physics_papers,,
568227978.pdf,SoFAIR_AD_Physics_papers,,
395661107.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
296232137.pdf,SoFAIR_AD_Physics_papers,,
571474412.pdf,SoFAIR_AD_Physics_papers,,
573432943.pdf,SoFAIR_AD_Physics_papers,,
541696609.pdf,SoFAIR_AD_Physics_papers,,
553872344.pdf,SoFAIR_AD_Physics_papers,,
481745322.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
523344447.pdf,SoFAIR_AD_Physics_papers,,
534679459.pdf,SoFAIR_AD_Physics_papers,,
568118501.pdf,SoFAIR_AD_Physics_papers,,
444059041.pdf,SoFAIR_AD_Physics_papers,,
516201457.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
599231673.pdf,SoFAIR_AD_Physics_papers,,
547397696.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
586803749.pdf,SoFAIR_AD_Physics_papers,,
534195491.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
493135885.pdf,SoFAIR_AD_Physics_papers,,
529693439.pdf,SoFAIR_AD_Physics_papers,,
489541255.pdf,SoFAIR_AD_Physics_papers,,
555199995.pdf,SoFAIR_AD_Physics_papers,,
334544882.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
553760834.pdf,SoFAIR_AD_Physics_papers,,
288623669.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
422755211.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
560939542.pdf,SoFAIR_AD_Physics_papers,,
492749157.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
597867361.pdf,SoFAIR_AD_Physics_papers,,
390049035.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,SoFAIR_AD_BioChem_papers
566469664.pdf,SoFAIR_AD_Physics_papers,,
481745319.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
571647059.pdf,SoFAIR_AD_Physics_papers,,
571214604.pdf,SoFAIR_AD_Physics_papers,,
516412647.pdf,SoFAIR_AD_Physics_papers,,
481110947.pdf,SoFAIR_AD_Physics_papers,,
479511948.pdf,SoFAIR_AD_Physics_papers,,
572827574.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
572695085.pdf,SoFAIR_AD_Physics_papers,,
459191661.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Neuroscience_papers,
554806093.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
589888912.pdf,SoFAIR_AD_Physics_papers,,
554492534.pdf,SoFAIR_AD_Physics_papers,,
582231956.pdf,SoFAIR_AD_Physics_papers,,
491035162.pdf,SoFAIR_AD_Physics_papers,,
441116155.pdf,SoFAIR_AD_Physics_papers,,
556170513.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
477935931.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
554438456.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
479012938.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Energy_Sciences_papers
397489098.pdf,SoFAIR_AD_Physics_papers,,
589950639.pdf,SoFAIR_AD_Physics_papers,,
479416188.pdf,SoFAIR_AD_Physics_papers,,
480113235.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,SoFAIR_AD_Comp_Sci_papers
351908211.pdf,SoFAIR_AD_Physics_papers,,
552458198.pdf,SoFAIR_AD_Physics_papers,,
599432504.pdf,SoFAIR_AD_Physics_papers,,
565356227.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
591386037.pdf,SoFAIR_AD_Physics_papers,,
559260857.pdf,SoFAIR_AD_Physics_papers,,
373379187.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
475626723.pdf,SoFAIR_AD_Physics_papers,,
555951343.pdf,SoFAIR_AD_Physics_papers,,
519033982.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
591386033.pdf,SoFAIR_AD_Physics_papers,,
544175682.pdf,SoFAIR_AD_Physics_papers,,
554790808.pdf,SoFAIR_AD_Physics_papers,,
518768214.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
599470257.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
561092896.pdf,SoFAIR_AD_Physics_papers,,
544094722.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
560400972.pdf,SoFAIR_AD_Physics_papers,,
483911085.pdf,SoFAIR_AD_Physics_papers,,
577860555.pdf,SoFAIR_AD_Physics_papers,,
572705903.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
300328188.pdf,SoFAIR_AD_Physics_papers,,
597730004.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
554507677.pdf,SoFAIR_AD_Physics_papers,,
459158262.pdf,SoFAIR_AD_Physics_papers,,
358467183.pdf,SoFAIR_AD_Physics_papers,,
580993579.pdf,SoFAIR_AD_Physics_papers,,
490762164.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
490751357.pdf,SoFAIR_AD_Physics_papers,,
564339445.pdf,SoFAIR_AD_Physics_papers,,
563869375.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
589952941.pdf,SoFAIR_AD_Physics_papers,,
565325153.pdf,SoFAIR_AD_Physics_papers,,
392180652.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
555941591.pdf,SoFAIR_AD_Physics_papers,,
562403779.pdf,SoFAIR_AD_Physics_papers,,
586803756.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Chemistry_papers,
405187617.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,
566466868.pdf,SoFAIR_AD_Physics_papers,,
554511307.pdf,SoFAIR_AD_Physics_papers,,
563867302.pdf,SoFAIR_AD_Physics_papers,,
491528749.pdf,SoFAIR_AD_Physics_papers,,
345437554.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Mathematics_papers,
576926466.pdf,SoFAIR_AD_Physics_papers,,
562091459.pdf,SoFAIR_AD_Physics_papers,,
345239694.pdf,SoFAIR_AD_Physics_papers,,
578155612.pdf,SoFAIR_AD_Physics_papers,,
554202519.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
593669807.pdf,SoFAIR_AD_Physics_papers,,
565798442.pdf,SoFAIR_AD_Physics_papers,,
524611898.pdf,SoFAIR_AD_Physics_papers,,
343961764.pdf,SoFAIR_AD_Physics_papers,,
568118542.pdf,SoFAIR_AD_Physics_papers,,
345025414.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
286353453.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_BioChem_papers,
590244835.pdf,SoFAIR_AD_Physics_papers,,
305109381.pdf,SoFAIR_AD_Physics_papers,,
533450444.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
558730677.pdf,SoFAIR_AD_Physics_papers,,
566458953.pdf,SoFAIR_AD_Physics_papers,,
326234777.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,SoFAIR_AD_Chemistry_papers
388483306.pdf,SoFAIR_AD_Physics_papers,,
578155615.pdf,SoFAIR_AD_Physics_papers,,
562027465.pdf,SoFAIR_AD_Physics_papers,,
566466339.pdf,SoFAIR_AD_Physics_papers,,
559109989.pdf,SoFAIR_AD_Physics_papers,,
328698249.pdf,SoFAIR_AD_Physics_papers,,
554062333.pdf,SoFAIR_AD_Physics_papers,,
481285189.pdf,SoFAIR_AD_Physics_papers,,
358790673.pdf,SoFAIR_AD_Physics_papers,,
518774887.pdf,SoFAIR_AD_Physics_papers,,
489803095.pdf,SoFAIR_AD_Physics_papers,,
556966581.pdf,SoFAIR_AD_Physics_papers,,
491164412.pdf,SoFAIR_AD_Physics_papers,,
518785063.pdf,SoFAIR_AD_Physics_papers,,
521878019.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_BioChem_papers,
519765725.pdf,SoFAIR_AD_Physics_papers,,
518434612.pdf,SoFAIR_AD_Physics_papers,,
534454655.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Engineering_papers,
444079471.pdf,SoFAIR_AD_Physics_papers,,
589947334.pdf,SoFAIR_AD_Physics_papers,,
327986983.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Comp_Sci_papers,
480438034.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Materials_Science_papers,SoFAIR_AD_Engineering_papers
519051961.pdf,SoFAIR_AD_Physics_papers,,
402398842.pdf,SoFAIR_AD_Physics_papers,,
483897281.pdf,SoFAIR_AD_Physics_papers,,
479568143.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Earth_Planet_Sciences_papers,
491356744.pdf,SoFAIR_AD_Physics_papers,,
554494889.pdf,SoFAIR_AD_Physics_papers,SoFAIR_AD_Mathematics_papers,
563913849.pdf,SoFAIR_AD_Physics_papers,,
590823075.pdf,SoFAIR_AD_Physics_papers,,
564337581.pdf,SoFAIR_AD_Physics_papers,,
534018871.pdf,SoFAIR_AD_Physics_papers,
